benchmark,task_id,repository,language,upstream_row_index,artifact_hash
ExecRepoBench-120,execrepobench-0304-4dea44e86f,dpath-python,Python,304,4dea44e86f7965c48d9cf7171690ad6dcaa0673d343aefe75314dadf1856c74b
ExecRepoBench-120,execrepobench-1107-4df9c84a7b,w2n,Python,1107,4df9c84a7b45022d151911c258d24cbb2543a5294eb5050a2e68c4667f40cdb2
ExecRepoBench-120,execrepobench-0948-4f4b1bff06,sqlparse,Python,948,4f4b1bff069d3e439b6f66502f31f49a64785e82972876a6be2632dbedadf7c0
ExecRepoBench-120,execrepobench-1063-51b649a44a,tryme,Python,1063,51b649a44a734e1add9594f2f7cf655a94be8812d7e964ffec36d9bf4c8fcc54
ExecRepoBench-120,execrepobench-0009-56677af8f9,Chronyk,Python,9,56677af8f9e604a72811b814a389cbae278d052dbc6a7e75e31c69efcbfd91d4
ExecRepoBench-120,execrepobench-1009-575404140a,textdistance,Python,1009,575404140a0209cc26ce9f65d815c466186ea99147c401f6f7a8ce627b59a7eb
ExecRepoBench-120,execrepobench-0296-57a0ea3b9f,dpath-python,Python,296,57a0ea3b9fdb5325e9a70f71eea7fb769a0b0adcb883ff74c34ac21aeb44a0e2
ExecRepoBench-120,execrepobench-1034-581a12683d,transitions,Python,1034,581a12683d1926c81d16a0cdbef8b16729b043651c0bbd5fd98a1d26eb555b41
ExecRepoBench-120,execrepobench-0097-583e4f1955,algorithms,Python,97,583e4f19554e307b69fa9261a5abc0b87fafa30892cb479f626137dd1dccceaa
ExecRepoBench-120,execrepobench-0941-584e6705cd,sqlparse,Python,941,584e6705cd788152d7be3f63e0eae01aa1e4fb52c30f628700e83f4d6fea6f42
ExecRepoBench-120,execrepobench-0868-5875950a21,python-pinyin,Python,868,5875950a21c7170cc405ce48d169dbe0773ab73a694bef5c68ffe4cfe2cc8d03
ExecRepoBench-120,execrepobench-0905-5c44884e8b,shortuuid,Python,905,5c44884e8bab46aa9b4296b7dd69a78bdd935fb5c924390358d3e58251827e78
ExecRepoBench-120,execrepobench-0893-5f7c118a31,python-sortedcontainers,Python,893,5f7c118a3151978fecdafe677b9e28fe1c91cadb24bd1681ef03418bba7333f3
ExecRepoBench-120,execrepobench-0585-60675d8cc6,json_repair,Python,585,60675d8cc68c419f4b7a8a88c8f089e3f98f191d62558caa3c59b5ea7ec1b906
ExecRepoBench-120,execrepobench-0401-60c9b92d81,eml_parser,Python,401,60c9b92d8125ec40492f018bb6a1798ea05dba08a385b08a39d7e061c8445469
ExecRepoBench-120,execrepobench-0943-631e8fd979,sqlparse,Python,943,631e8fd979bae7f2248bfc82365eee01d961b839733e904e1d16770f1fb1b333
ExecRepoBench-120,execrepobench-0794-67260e9d6a,pysrt,Python,794,67260e9d6a87c4af166bb4959751403b51da965ae1525c92069110b35d82e3b7
ExecRepoBench-120,execrepobench-0051-67de7d5ace,PyPattyrn,Python,51,67de7d5ace332af471509e44962981a7f193aa3db599fd02aac05b82986647ca
ExecRepoBench-120,execrepobench-0839-6b59568b37,python-patterns,Python,839,6b59568b372618a8a748a3d5ae30d686faf3d2f707d8127794487baf9936eb17
ExecRepoBench-120,execrepobench-0200-6b6d89ec24,css-html-js-minify,Python,200,6b6d89ec242f3f944b5545efc33f855cc23c0a414b0ce19036c5faca052f08b1
ExecRepoBench-120,execrepobench-1106-6c5beeba5b,w2n,Python,1106,6c5beeba5b772a4ff13918daa77e7fb445c398053c1bc7b6826cdcfbd0e73a66
ExecRepoBench-120,execrepobench-1069-6d92057d49,tryme,Python,1069,6d92057d49f2ba907a432dd4e6ef752dcaea74bd361baffc9d7c3686ac17a01a
ExecRepoBench-120,execrepobench-0183-6eb79573d8,compressed_rtf,Python,183,6eb79573d86a2d0310d63b84f2daa0650b5c3aa24400410ff0da863c4ba2161f
ExecRepoBench-120,execrepobench-0494-6f2482c545,gruut,Python,494,6f2482c54519835f0f56c9295974e065a0952e9d56e0287052b87e7d45d166d3
ExecRepoBench-120,execrepobench-0694-6f4dcdab75,moment,Python,694,6f4dcdab75806fba9493b3074bc5899af1df845d9f955750f6abfa47ba6bc60f
ExecRepoBench-120,execrepobench-0210-72b7925cbd,csv-diff,Python,210,72b7925cbde469f61b0273203d4ee0ad5d60b11949f4152a0d0b6b73dd3273ce
ExecRepoBench-120,execrepobench-0306-754d4ec1a4,dpath-python,Python,306,754d4ec1a476cdfcca7de6598e8a8f95199cfe7b4071a0b7135266fec51334e8
ExecRepoBench-120,execrepobench-0053-77dcabc805,PyPattyrn,Python,53,77dcabc8051ea6bdd688c6b8a2488be68501e3bdd5b1bcbf184edc5fde3eaa68
ExecRepoBench-120,execrepobench-0813-7adc4c621e,python-fastjsonschema,Python,813,7adc4c621e7225b8a9f1fcc30eb9827964fd768bc89cec4b2c33a1d4dc6df9c7
ExecRepoBench-120,execrepobench-0288-7def4b1d9b,dict2css,Python,288,7def4b1d9b927f0504221ee8eace2374ec53c96194be0d2eecd2a0e6f925b181
ExecRepoBench-120,execrepobench-1103-7f3572e3af,w2n,Python,1103,7f3572e3af1acbaf4c46e3e830354c1c864115b1804258dd9b8c682e45ea4a0f
ExecRepoBench-120,execrepobench-1031-7ffccc0576,transitions,Python,1031,7ffccc057668102d4e9b2200eb042ee51238780f1f51c438ef4d84d7171719f8
ExecRepoBench-120,execrepobench-0872-821ee463bc,python-pinyin,Python,872,821ee463bc8b8d0335146a8309b1c9a3bd68310f2fcd5274bc50dbc9543ba59c
ExecRepoBench-120,execrepobench-0125-85c7617c7f,boltons,Python,125,85c7617c7f682aae7861ecb01309c038f96b446809dc439321eb239da3a8a95d
ExecRepoBench-120,execrepobench-0104-88c1f25cae,algorithms,Python,104,88c1f25caee396b20a005c9086906064f234c3dd2e1f58799321088b98ef6d24
ExecRepoBench-120,execrepobench-0766-89b0b9313b,msgpack-python,Python,766,89b0b9313bbf83714a7aa1f360735de729ace52a97d7258d1232881ed69ad3ec
ExecRepoBench-120,execrepobench-1000-8d3477c440,textdistance,Python,1000,8d3477c4406b03e2736b53c180758be4af39c0b7f760f0fbad0e02a602c4daa0
ExecRepoBench-120,execrepobench-0998-8efdda2463,textdistance,Python,998,8efdda24637715ab9e41441c411e0af649518e8b37fc17ff5349fd9f6ce9f534
ExecRepoBench-120,execrepobench-0830-8f6153a551,python-fastjsonschema,Python,830,8f6153a5515fb1cbf82bbff5fa98159bdd17c0e20fc4bf9029eb57e01d100591
ExecRepoBench-120,execrepobench-0806-90f6dcc049,pysrt,Python,806,90f6dcc04959528718afa027c9c013199d902150213ce1d45133e25ceffd1204
ExecRepoBench-120,execrepobench-0481-914a69e7c7,gruut,Python,481,914a69e7c71b825db143c29ca6cd8d82d55a170f2ab5849cfb8ecea62f7b57f1
ExecRepoBench-120,execrepobench-0663-93a7ebf6b8,maya,Python,663,93a7ebf6b8fdde7b835424cf5e6403bca06a1f66d8ca2963e390ae04e81c93f3
ExecRepoBench-120,execrepobench-0093-94d9b17222,algorithms,Python,93,94d9b172228a32fe25de9d17e6abc10a154c9d72649390e5b8538f0984eb7c27
ExecRepoBench-120,execrepobench-0701-97fc2afab2,moment,Python,701,97fc2afab29d453560aefad99ed94e6d07308f463508e4f985a563c27e95b649
ExecRepoBench-120,execrepobench-0789-99bd2701eb,pysrt,Python,789,99bd2701eb82cf6477a9faa470736c0484a3cd38080f60b3b2fa915c47174641
ExecRepoBench-120,execrepobench-0897-9e4ba069fb,python-sortedcontainers,Python,897,9e4ba069fb8e2eea1bb9e369416b4a69c8bbdbbf723899262db50aad9637bd4a
ExecRepoBench-120,execrepobench-0146-a1bcf6fcb5,cacheout,Python,146,a1bcf6fcb5085056ec39ece02568d85b5ea75df4301b368614b31ffc601d7df1
ExecRepoBench-120,execrepobench-0775-a25e4c860c,objprint,Python,775,a25e4c860ceb69b6e70ecf7d19ccf85f21d69feff75680b5a47857ed6f4f2e39
ExecRepoBench-120,execrepobench-0199-a48fe7497e,css-html-js-minify,Python,199,a48fe7497e2090fc23e4bd9259bd27053958d82de06913d082df263ed6a0c784
ExecRepoBench-120,execrepobench-0780-a59f6ce042,objprint,Python,780,a59f6ce0426e89310b8fcf1df618096f7758afb4c741a2a37978214f7f9c1efe
ExecRepoBench-120,execrepobench-1020-a8fc3a1aab,transitions,Python,1020,a8fc3a1aab65429ebf79bba783c15dc0b5992fe0f491c86e5082cbaa7a86bf25
ExecRepoBench-120,execrepobench-0428-a9da215626,fastkml,Python,428,a9da215626697327ebed218aa543acfee54af1d7fe47465e652149ab0a030bb6
ExecRepoBench-120,execrepobench-0432-ab1fd3cd84,fastkml,Python,432,ab1fd3cd84fa197e823406bc0aa39744d430d1be9e6da53156a3516b17ab92a2
ExecRepoBench-120,execrepobench-0485-af5218a4e9,gruut,Python,485,af5218a4e95da6f88e406b7c314abc5914dae3089144fe46443dd5c818c782d1
CrossCodeEval-100,project_cc_csharp/2442,eternalUnion-UltraPain-ad924af,csharp,1009,0030d63b3a115f4d969700e6304e3715c615113b4a4d8ff5bbe5cad27645e7f3
CrossCodeEval-100,project_cc_csharp/3173,gittromney-Playnite-NowPlaying-23eec41,csharp,1294,005eddae9b6ab8af790a21e0d4868692289e7303e3c2f5d897c2c5e259d5ca42
CrossCodeEval-100,project_cc_csharp/2365,eternalUnion-UltraPain-ad924af,csharp,973,0065ce8a107d9f2773434f67f0985498412ad8bf5f7cbd3ff4885f2e38e44ad7
CrossCodeEval-100,project_cc_csharp/1929,JdeJabali-JXLDataTableExtractor-90a12f4,csharp,774,00f9bd9a69744041875b7500203360dc5a73cc1f5f2ae13340db08572d7bb69c
CrossCodeEval-100,project_cc_csharp/381,dannyr-git-wingman-41103f3,csharp,166,010c79d569fc4d82500cdc8020e9b7be5f86b0a3a4b8bf48ebd7e8b3121461bd
CrossCodeEval-100,project_cc_csharp/741,pliniobrunelli-JWLSLMerge-7fe66dc,csharp,280,015242476b2b7c799b60f6e79f9526bbbaad168c3e4ccb335258a396f50b75c1
CrossCodeEval-100,project_cc_csharp/1952,gittromney-Playnite-NowPlaying-23eec41,csharp,826,0193b188eaa326e660f53e77b99364d3b021372f74e65fb5617abb0618e00387
CrossCodeEval-100,project_cc_csharp/4120,Akeit0-ZimGui-Unity-cc82fb9,csharp,1654,01a786b6347e6f980367319db3d1960a6f62af2505d5489d97199418aa30b0cd
CrossCodeEval-100,project_cc_csharp/2914,lluispalerm-QuestSystem-cd836cc,csharp,1154,01e497a2b358fd1ed4536550cf32c42b7588f186ea93257701f2bbc105175b5d
CrossCodeEval-100,project_cc_csharp/3884,briandunnington-CloudDistributedLock-04f72e6,csharp,1527,02021d6909d1c2e7333c89eb33862187af3c7ffc70793b6524864f8bb62365e6
CrossCodeEval-100,project_cc_csharp/188,bezzad-RedisCache.NetDemo-655b311,csharp,49,02373cf87d38311d4f3e16ddd811b14228aa2168bb95e420baa065605be717df
CrossCodeEval-100,project_cc_csharp/1259,Woltvint-WAGI-d808927,csharp,489,02cf139b62519826a605ce98cf58202a8af4736a3bd098c23e95f93dfc2a6c19
CrossCodeEval-100,project_cc_csharp/39,migus88-Sandland.SceneTools-64e9f8c,csharp,18,02dd1456a401f52ea241b249d384f74a652bec4acf2d025671c2350408e51be0
CrossCodeEval-100,project_cc_csharp/851,shahedbd-API.RefreshTokens-c4d606e,csharp,314,0310af71e7c077fe7b6581fd722ac3abd40b1d49a183ec1334e319cbfd98499b
CrossCodeEval-100,project_cc_csharp/1209,sergiokml-LibreDteDotNet.RestRequest-6843109,csharp,492,037999172c5d4ee329020022812c4bed059ca819201bea0124f09a24c678c83a
CrossCodeEval-100,project_cc_csharp/3237,lluispalerm-QuestSystem-cd836cc,csharp,1296,037f4c0bf2d94072f422b46ceb42d1b6f56558a2c29d879ac8b396674aa2b13d
CrossCodeEval-100,project_cc_csharp/445,JoaoAJMatos-ProtoIP-84f8797,csharp,168,03ab008a9952ab13cf2e14b3b273645193da57351267359cd2508e3ec18cbdd8
CrossCodeEval-100,project_cc_csharp/3343,Woltvint-WAGI-d808927,csharp,1328,03db67f968c30508f50b89fa7366b6c4fb0027529e04701af42dfb2e7c8a220a
CrossCodeEval-100,project_cc_csharp/3893,mochi-neko-facial-expressions-unity-ab0d020,csharp,1585,03f3a30a688918601cbc0e366b2e72e79894f6040fabc82d3a0cf6c144967463
CrossCodeEval-100,project_cc_csharp/4108,mochi-neko-RelentStateMachine-64762eb,csharp,1634,04b1675f581eed7c70962cbb7fde9bdf0e122fe99d04db565a83af25e50d3c61
CrossCodeEval-100,project_cc_csharp/37,pliniobrunelli-JWLSLMerge-7fe66dc,csharp,1,04bb77ec20e9465a8b4e41105b09512cf292e220df89df4750375e9acc640eb0
CrossCodeEval-100,project_cc_csharp/4389,Immersive-Plugins-Team-CalloutInterfaceAPI-2c5a303,csharp,1731,04c4b228a548ffae003ccb568415f6d6000890fa1f1a29e895abd5a0876e4b9e
CrossCodeEval-100,project_cc_csharp/3676,Skwizzy-SPT-LootingBots-76279a3,csharp,1546,04f63acbcd70d699e0b99ef0048c589b65d64bc2f0af1bf91293811568d52056
CrossCodeEval-100,project_cc_csharp/4170,c-y-r-Ryan.EntityFrameworkCore.Shard-f15124c,csharp,1683,04fd26937447c9772be2b7c2ec66f4234856e59bec044b8d95b3d6f8598f4612
CrossCodeEval-100,project_cc_csharp/1932,intuit-TreeifyTask-4b124d4,csharp,790,050c260d36c3eb59f162c278618b30cbd1ab57cc886046ce0ec07a9f284b6244
CrossCodeEval-100,project_cc_java/5919,TosoxDev-Tosox-Jr-362c6b5,java,1900,000f8a7e8c486d76e23054d1a64ae1e5bd65079edf6edd4eca57cbb5d716229a
CrossCodeEval-100,project_cc_java/995,DarrenTianYe-android_dynamic_load_so-7a70027,java,395,00260ae5653992c500694d59622a1c760510d3589bc43e5782315bd384ef3925
CrossCodeEval-100,project_cc_java/3308,MERVECETIN1929-Turkcell-Homework1-bdf94f0,java,1174,00288a0c7e3290565c4ec5634caed45df2b2fb12e081aa76d606a2f924226873
CrossCodeEval-100,project_cc_java/1448,Estructura-de-Datos-2223-3-S2-Ejercicios-en-clase-c874295,java,526,003097a315b2a2a3ac20747da0129043fb742f36e95988351e7597fb4cb726d6
CrossCodeEval-100,project_cc_java/4231,nsce9806q-k-spring-security-8e88d3d,java,1472,0081b750675327857aa50cded69bf26ac9ef934eeaedc2e46d320652cd44c5e1
CrossCodeEval-100,project_cc_java/21,1754048656-FATJS-4b1e065,java,21,00afe25cff9c6f3d9f8cb3f91b1e8ad9ee4ebef6b5529de9eb0d59d1d0175011
CrossCodeEval-100,project_cc_java/6212,Western-parotia-BookViewProject-1727e80,java,2003,00c218b230eb6f3057cc9f3f361fc1333259d4262f0fe1201bbeafb100dfa91a
CrossCodeEval-100,project_cc_java/2225,GeyserMC-Hydraulic-80cb8ab,java,803,01460ef54a6f060eb944682ee5cef934b40cebd31242069344ddb02e0f1c7093
CrossCodeEval-100,project_cc_java/3455,microsoft-lst-bench-96ac3ca,java,1243,01562b5849a06de93840aa1f11fec40849972812b30f98b32a80b67d15aca17d
CrossCodeEval-100,project_cc_java/2921,Kyant0-m3color-eaa1e34,java,1002,01bac6034a46d047786e15f7a1c36893fbce8f221e97832b5e3e0500b0178a78
CrossCodeEval-100,project_cc_java/1969,flytegg-ls-projects-d0e70ee,java,677,01c47129b18f972a20117763c9b27c2c634a824d9e938fe3f35d82cddbf5e73b
CrossCodeEval-100,project_cc_java/2700,ka0un-DiscordLeaderboards-ffaaf38,java,896,01c8f287f23a472fafa9873b5a137d9d4dffca3d9330b93746a5ca5d5593d97b
CrossCodeEval-100,project_cc_java/5549,strimzi-strimzi-mqtt-bridge-cb0a4b8,java,1789,01c997cae8590c2a6f8556f3795a8959752c0afdd021766921783b49145cb8ff
CrossCodeEval-100,project_cc_java/962,DarrenTianYe-android_dynamic_load_so-7a70027,java,388,01c9ca319a0c8f40b3a0da1eab5c93304c9a4dcbd4fd05521eaf01070bd38307
CrossCodeEval-100,project_cc_java/4165,Nova-Committee-Flotage-Fabric-6478e2a,java,1465,01f3a9b7a13bcb91cc477de48dd021a21a7d7d1b3adcfff7711042d53a9b8d7d
CrossCodeEval-100,project_cc_java/1285,EricTra-University_Admission-18ace1f,java,507,01f59e373dcd32d4f5e41d1afa55cdd7743f75e27f6347f557ebcb10e1f93ecf
CrossCodeEval-100,project_cc_java/5228,RHEcosystemAppEng-exhort-747acb8,java,1708,02251ecc7f88a5b7998d609f2b182dc7acd05471771d079bcc81e4d9bcc523ea
CrossCodeEval-100,project_cc_java/3817,NeoProtect-NeoPlugin-a71f673,java,1345,02675d108ed6f7ec0a9d002e5c28228b93e27ad4434a21fb0323be6c413c1f87
CrossCodeEval-100,project_cc_java/5209,RebieKong-file-bridge-c3b4855,java,1734,02890589c0be1bcdb7c538873f3b0d4e5c6482a9749211005ea8812ffaa995b6
CrossCodeEval-100,project_cc_java/182,akang943578-java-bard-api-7352c25,java,57,0299c800fdc2d744edc350f8ee44fbf4de50123bdd74887ec3197057e49ce7ad
CrossCodeEval-100,project_cc_java/3114,Kyant0-m3color-eaa1e34,java,1109,02b72161518679a5a5044f04bfabf0c4dd513ed0ee15b27928e681f1d57cb8ae
