agent_id,family,assignment_group,episode_index,task_id,condition,prompt_path,prompt_sha256
G004,DeepSeek,1,3,execrepobench-1063-51b649a44a,targeted_guidance,human_study/gateway_agent_v1/prompts/G004/episode_03.txt,22a35fe373d988e5a105f74f4c10ba52c613abfb2931ef711727c479757fffe1
G004,DeepSeek,1,4,execrepobench-0226-0b9ff5af61,generic_review,human_study/gateway_agent_v1/prompts/G004/episode_04.txt,f705c0d64fbc130c3efc7455f274e64dcd39fa54f3abeb9b54d30aa8500471c7
G004,DeepSeek,1,5,execrepobench-0839-6b59568b37,targeted_guidance,human_study/gateway_agent_v1/prompts/G004/episode_05.txt,b57cb437df45069542006c8ff93c702e8c923fd10350421c13121dc8aa908ec3
G004,DeepSeek,1,6,execrepobench-0694-6f4dcdab75,targeted_guidance,human_study/gateway_agent_v1/prompts/G004/episode_06.txt,54c8d330f8b104c7fec872ff691d40bec93c804080590c74480312dae0a5d795
G004,DeepSeek,1,7,execrepobench-1148-02d99ed352,targeted_guidance,human_study/gateway_agent_v1/prompts/G004/episode_07.txt,d8971c7431c4511f9dfa088e892678169d18325847db8d95760640601a0d3c6e
G004,DeepSeek,1,8,execrepobench-0670-33a9fa36f8,generic_review,human_study/gateway_agent_v1/prompts/G004/episode_08.txt,249dffb4b82385c2a23d32dcb373d58a3cf3100daf1a212914ce1c866a5415f9
G004,DeepSeek,1,9,execrepobench-0428-a9da215626,uncertainty_display,human_study/gateway_agent_v1/prompts/G004/episode_09.txt,2fa0df781c897f6a5eea29d79ca80ba681246af9d8308961079c7939c259e2ae
G004,DeepSeek,1,10,execrepobench-0755-0fbea6cf43,uncertainty_display,human_study/gateway_agent_v1/prompts/G004/episode_10.txt,69102b508eba22e6dc6193d0d13996cdb09ac13ce9a3127e4e9fd4357a8c48d9
G004,DeepSeek,1,11,execrepobench-0894-4434c22736,uncertainty_display,human_study/gateway_agent_v1/prompts/G004/episode_11.txt,46260dcb34d4e5a03610c25e608436df834f6bfbc684a893eef8c73a81d387bd
G004,DeepSeek,1,12,execrepobench-0391-13e55956a5,uncertainty_display,human_study/gateway_agent_v1/prompts/G004/episode_12.txt,c04aec29e6c4161677408c3d6cbc06f95066b4f86a0fc8d0cc2b37e6f6a6363a
G005,Qwen,2,1,execrepobench-0755-0fbea6cf43,targeted_guidance,human_study/gateway_agent_v1/prompts/G005/episode_01.txt,66ea32008bba5e68be9d0ce7e4be144ebd2e031bb608bc37a3f02cbcaf31463f
G005,Qwen,2,2,execrepobench-1123-0f6c5532f9,uncertainty_display,human_study/gateway_agent_v1/prompts/G005/episode_02.txt,27a4a1ac338172034209af24896ee646ad46a20fa7bd08e3ffaa62399ad5da13
G005,Qwen,2,3,execrepobench-0226-0b9ff5af61,uncertainty_display,human_study/gateway_agent_v1/prompts/G005/episode_03.txt,a64d212319efd5beb186f531e8b6fd0990c03f03ec00ba394bc9782dd7c4fa59
G005,Qwen,2,4,execrepobench-0428-a9da215626,targeted_guidance,human_study/gateway_agent_v1/prompts/G005/episode_04.txt,911c9ee64c976bfeb61b72d5001f90ab4d665ea3912e3354b1ec19a118997efe
G005,Qwen,2,5,execrepobench-0694-6f4dcdab75,generic_review,human_study/gateway_agent_v1/prompts/G005/episode_05.txt,a2b7147a0fd87a56e8b386c3392a99d1b7cb08b256818eaf25734795d3c66140
G005,Qwen,2,6,execrepobench-0894-4434c22736,targeted_guidance,human_study/gateway_agent_v1/prompts/G005/episode_06.txt,e6218ab55eda87a48b2c4aaa8f69d5701df6591dcf673d78724ac70d77ee7ad3
G005,Qwen,2,7,execrepobench-0585-60675d8cc6,uncertainty_display,human_study/gateway_agent_v1/prompts/G005/episode_07.txt,0e39295e51f0332e91bb320c588422a3f17d27e14ba3b1e193a2f3907980c253
G005,Qwen,2,8,execrepobench-0839-6b59568b37,generic_review,human_study/gateway_agent_v1/prompts/G005/episode_08.txt,ce98a872d7c142623fb0344469f3b89554e145de28f02bf74ac5adf00ba0b47e
G005,Qwen,2,9,execrepobench-0670-33a9fa36f8,uncertainty_display,human_study/gateway_agent_v1/prompts/G005/episode_09.txt,3f44ada12342b72639f7877c553f11af8bff1a253238d0d577854ca256ab567d
G005,Qwen,2,10,execrepobench-1148-02d99ed352,generic_review,human_study/gateway_agent_v1/prompts/G005/episode_10.txt,d637a77f18bee62cfb823238ee0817b2c90b9587478f867c1c11f65f2cbc838b
G005,Qwen,2,11,execrepobench-0391-13e55956a5,targeted_guidance,human_study/gateway_agent_v1/prompts/G005/episode_11.txt,687a2fb9c5349a1ad41c96ea3092ab8258558d0de9c1b66494a31a285cc34589
G005,Qwen,2,12,execrepobench-1063-51b649a44a,generic_review,human_study/gateway_agent_v1/prompts/G005/episode_12.txt,ad137fac312f7affad0bc037dbd30d8105c3de7eba7b1081753780cce9d79547
G006,Kimi,3,1,execrepobench-1123-0f6c5532f9,targeted_guidance,human_study/gateway_agent_v1/prompts/G006/episode_01.txt,a9a7b2651206bce3c00b86c0dca8e8aad8e9a82a80a5ded5d16122d0fc46d08d
G006,Kimi,3,2,execrepobench-0839-6b59568b37,uncertainty_display,human_study/gateway_agent_v1/prompts/G006/episode_02.txt,21fdfc18ed54d974bf3947a8a845b9c4c4334b0bf62d81924ce143c3dcbf6031
G006,Kimi,3,3,execrepobench-0391-13e55956a5,generic_review,human_study/gateway_agent_v1/prompts/G006/episode_03.txt,317e6816c86e069b718da191db775a059bce162e68bc216a5c60300c87515e57
G006,Kimi,3,4,execrepobench-0226-0b9ff5af61,targeted_guidance,human_study/gateway_agent_v1/prompts/G006/episode_04.txt,110d82c7b80d84aad42d05351ad0297d2fbab398d6a091c48c57d35a5c854e03
G006,Kimi,3,5,execrepobench-0694-6f4dcdab75,uncertainty_display,human_study/gateway_agent_v1/prompts/G006/episode_05.txt,864d86b072f06963416d4ee1a59fcecd05c524de13a051f49786aaddcb6a116c
G006,Kimi,3,6,execrepobench-1063-51b649a44a,uncertainty_display,human_study/gateway_agent_v1/prompts/G006/episode_06.txt,9578828cea3a52d94dcac1f769add12a2113424f73824a5bdb3c84c46bcd8b6e
G006,Kimi,3,7,execrepobench-0670-33a9fa36f8,targeted_guidance,human_study/gateway_agent_v1/prompts/G006/episode_07.txt,3812a98fea118548c3fd274cce2ae91aedcf948592b1e3838adf3b297a56d396
G006,Kimi,3,8,execrepobench-0585-60675d8cc6,targeted_guidance,human_study/gateway_agent_v1/prompts/G006/episode_08.txt,84ff68401a7f8f65d81e2418ec2384c34645d24bf19c0315fab9d80c701821fe
G006,Kimi,3,9,execrepobench-0755-0fbea6cf43,generic_review,human_study/gateway_agent_v1/prompts/G006/episode_09.txt,6bf85ba6a36177f957424cbf620dfa97778c15f9214d746bc5055dda0aecd687
G006,Kimi,3,10,execrepobench-1148-02d99ed352,uncertainty_display,human_study/gateway_agent_v1/prompts/G006/episode_10.txt,8e8dd3fbfe72af7b6d35c50cd54efb5d4c8de4f00389e7ca2ad50539167fb90f
G006,Kimi,3,11,execrepobench-0894-4434c22736,generic_review,human_study/gateway_agent_v1/prompts/G006/episode_11.txt,4adc4e2687f609898dcf84dd9d32e494fa549b71c18ce7a1408403eccdf8cb9c
G006,Kimi,3,12,execrepobench-0428-a9da215626,generic_review,human_study/gateway_agent_v1/prompts/G006/episode_12.txt,e55258c0e65c74f554f7c59ea0e6e1e7bd7f1c12893c7e6359c9b8c94233d67d
G007,Grok,1,1,execrepobench-0585-60675d8cc6,generic_review,human_study/gateway_agent_v1/prompts/G007/episode_01.txt,0bed94cdc42f9ed12c148b56745c5bb3741c26e57d05827f19782f6bbe32d139
G007,Grok,1,2,execrepobench-1123-0f6c5532f9,generic_review,human_study/gateway_agent_v1/prompts/G007/episode_02.txt,3f38bd98995ce5224342c6178013daca7f36b1640633bded0c4e6856356ea3c2
G007,Grok,1,3,execrepobench-1063-51b649a44a,targeted_guidance,human_study/gateway_agent_v1/prompts/G007/episode_03.txt,22a35fe373d988e5a105f74f4c10ba52c613abfb2931ef711727c479757fffe1
G007,Grok,1,4,execrepobench-0226-0b9ff5af61,generic_review,human_study/gateway_agent_v1/prompts/G007/episode_04.txt,f705c0d64fbc130c3efc7455f274e64dcd39fa54f3abeb9b54d30aa8500471c7
G007,Grok,1,5,execrepobench-0839-6b59568b37,targeted_guidance,human_study/gateway_agent_v1/prompts/G007/episode_05.txt,b57cb437df45069542006c8ff93c702e8c923fd10350421c13121dc8aa908ec3
G007,Grok,1,6,execrepobench-0694-6f4dcdab75,targeted_guidance,human_study/gateway_agent_v1/prompts/G007/episode_06.txt,54c8d330f8b104c7fec872ff691d40bec93c804080590c74480312dae0a5d795
G007,Grok,1,7,execrepobench-1148-02d99ed352,targeted_guidance,human_study/gateway_agent_v1/prompts/G007/episode_07.txt,d8971c7431c4511f9dfa088e892678169d18325847db8d95760640601a0d3c6e
G007,Grok,1,8,execrepobench-0670-33a9fa36f8,generic_review,human_study/gateway_agent_v1/prompts/G007/episode_08.txt,249dffb4b82385c2a23d32dcb373d58a3cf3100daf1a212914ce1c866a5415f9
G007,Grok,1,9,execrepobench-0428-a9da215626,uncertainty_display,human_study/gateway_agent_v1/prompts/G007/episode_09.txt,2fa0df781c897f6a5eea29d79ca80ba681246af9d8308961079c7939c259e2ae
G007,Grok,1,10,execrepobench-0755-0fbea6cf43,uncertainty_display,human_study/gateway_agent_v1/prompts/G007/episode_10.txt,69102b508eba22e6dc6193d0d13996cdb09ac13ce9a3127e4e9fd4357a8c48d9
G007,Grok,1,11,execrepobench-0894-4434c22736,uncertainty_display,human_study/gateway_agent_v1/prompts/G007/episode_11.txt,46260dcb34d4e5a03610c25e608436df834f6bfbc684a893eef8c73a81d387bd
G007,Grok,1,12,execrepobench-0391-13e55956a5,uncertainty_display,human_study/gateway_agent_v1/prompts/G007/episode_12.txt,c04aec29e6c4161677408c3d6cbc06f95066b4f86a0fc8d0cc2b37e6f6a6363a
G008,Llama,2,1,execrepobench-0755-0fbea6cf43,targeted_guidance,human_study/gateway_agent_v1/prompts/G008/episode_01.txt,66ea32008bba5e68be9d0ce7e4be144ebd2e031bb608bc37a3f02cbcaf31463f
G008,Llama,2,2,execrepobench-1123-0f6c5532f9,uncertainty_display,human_study/gateway_agent_v1/prompts/G008/episode_02.txt,27a4a1ac338172034209af24896ee646ad46a20fa7bd08e3ffaa62399ad5da13
G008,Llama,2,3,execrepobench-0226-0b9ff5af61,uncertainty_display,human_study/gateway_agent_v1/prompts/G008/episode_03.txt,a64d212319efd5beb186f531e8b6fd0990c03f03ec00ba394bc9782dd7c4fa59
G008,Llama,2,4,execrepobench-0428-a9da215626,targeted_guidance,human_study/gateway_agent_v1/prompts/G008/episode_04.txt,911c9ee64c976bfeb61b72d5001f90ab4d665ea3912e3354b1ec19a118997efe
G008,Llama,2,5,execrepobench-0694-6f4dcdab75,generic_review,human_study/gateway_agent_v1/prompts/G008/episode_05.txt,a2b7147a0fd87a56e8b386c3392a99d1b7cb08b256818eaf25734795d3c66140
G008,Llama,2,6,execrepobench-0894-4434c22736,targeted_guidance,human_study/gateway_agent_v1/prompts/G008/episode_06.txt,e6218ab55eda87a48b2c4aaa8f69d5701df6591dcf673d78724ac70d77ee7ad3
G008,Llama,2,7,execrepobench-0585-60675d8cc6,uncertainty_display,human_study/gateway_agent_v1/prompts/G008/episode_07.txt,0e39295e51f0332e91bb320c588422a3f17d27e14ba3b1e193a2f3907980c253
G008,Llama,2,8,execrepobench-0839-6b59568b37,generic_review,human_study/gateway_agent_v1/prompts/G008/episode_08.txt,ce98a872d7c142623fb0344469f3b89554e145de28f02bf74ac5adf00ba0b47e
G008,Llama,2,9,execrepobench-0670-33a9fa36f8,uncertainty_display,human_study/gateway_agent_v1/prompts/G008/episode_09.txt,3f44ada12342b72639f7877c553f11af8bff1a253238d0d577854ca256ab567d
G008,Llama,2,10,execrepobench-1148-02d99ed352,generic_review,human_study/gateway_agent_v1/prompts/G008/episode_10.txt,d637a77f18bee62cfb823238ee0817b2c90b9587478f867c1c11f65f2cbc838b
G008,Llama,2,11,execrepobench-0391-13e55956a5,targeted_guidance,human_study/gateway_agent_v1/prompts/G008/episode_11.txt,687a2fb9c5349a1ad41c96ea3092ab8258558d0de9c1b66494a31a285cc34589
G008,Llama,2,12,execrepobench-1063-51b649a44a,generic_review,human_study/gateway_agent_v1/prompts/G008/episode_12.txt,ad137fac312f7affad0bc037dbd30d8105c3de7eba7b1081753780cce9d79547
G009,GLM,3,1,execrepobench-1123-0f6c5532f9,targeted_guidance,human_study/gateway_agent_v1/prompts/G009/episode_01.txt,a9a7b2651206bce3c00b86c0dca8e8aad8e9a82a80a5ded5d16122d0fc46d08d
G009,GLM,3,2,execrepobench-0839-6b59568b37,uncertainty_display,human_study/gateway_agent_v1/prompts/G009/episode_02.txt,21fdfc18ed54d974bf3947a8a845b9c4c4334b0bf62d81924ce143c3dcbf6031
G009,GLM,3,3,execrepobench-0391-13e55956a5,generic_review,human_study/gateway_agent_v1/prompts/G009/episode_03.txt,317e6816c86e069b718da191db775a059bce162e68bc216a5c60300c87515e57
G009,GLM,3,4,execrepobench-0226-0b9ff5af61,targeted_guidance,human_study/gateway_agent_v1/prompts/G009/episode_04.txt,110d82c7b80d84aad42d05351ad0297d2fbab398d6a091c48c57d35a5c854e03
G009,GLM,3,5,execrepobench-0694-6f4dcdab75,uncertainty_display,human_study/gateway_agent_v1/prompts/G009/episode_05.txt,864d86b072f06963416d4ee1a59fcecd05c524de13a051f49786aaddcb6a116c
G009,GLM,3,6,execrepobench-1063-51b649a44a,uncertainty_display,human_study/gateway_agent_v1/prompts/G009/episode_06.txt,9578828cea3a52d94dcac1f769add12a2113424f73824a5bdb3c84c46bcd8b6e
G009,GLM,3,7,execrepobench-0670-33a9fa36f8,targeted_guidance,human_study/gateway_agent_v1/prompts/G009/episode_07.txt,3812a98fea118548c3fd274cce2ae91aedcf948592b1e3838adf3b297a56d396
G009,GLM,3,8,execrepobench-0585-60675d8cc6,targeted_guidance,human_study/gateway_agent_v1/prompts/G009/episode_08.txt,84ff68401a7f8f65d81e2418ec2384c34645d24bf19c0315fab9d80c701821fe
G009,GLM,3,9,execrepobench-0755-0fbea6cf43,generic_review,human_study/gateway_agent_v1/prompts/G009/episode_09.txt,6bf85ba6a36177f957424cbf620dfa97778c15f9214d746bc5055dda0aecd687
G009,GLM,3,10,execrepobench-1148-02d99ed352,uncertainty_display,human_study/gateway_agent_v1/prompts/G009/episode_10.txt,8e8dd3fbfe72af7b6d35c50cd54efb5d4c8de4f00389e7ca2ad50539167fb90f
G009,GLM,3,11,execrepobench-0894-4434c22736,generic_review,human_study/gateway_agent_v1/prompts/G009/episode_11.txt,4adc4e2687f609898dcf84dd9d32e494fa549b71c18ce7a1408403eccdf8cb9c
G009,GLM,3,12,execrepobench-0428-a9da215626,generic_review,human_study/gateway_agent_v1/prompts/G009/episode_12.txt,e55258c0e65c74f554f7c59ea0e6e1e7bd7f1c12893c7e6359c9b8c94233d67d
G010,MiniMax,1,1,execrepobench-0585-60675d8cc6,generic_review,human_study/gateway_agent_v1/prompts/G010/episode_01.txt,0bed94cdc42f9ed12c148b56745c5bb3741c26e57d05827f19782f6bbe32d139
G010,MiniMax,1,2,execrepobench-1123-0f6c5532f9,generic_review,human_study/gateway_agent_v1/prompts/G010/episode_02.txt,3f38bd98995ce5224342c6178013daca7f36b1640633bded0c4e6856356ea3c2
G010,MiniMax,1,3,execrepobench-1063-51b649a44a,targeted_guidance,human_study/gateway_agent_v1/prompts/G010/episode_03.txt,22a35fe373d988e5a105f74f4c10ba52c613abfb2931ef711727c479757fffe1
G010,MiniMax,1,4,execrepobench-0226-0b9ff5af61,generic_review,human_study/gateway_agent_v1/prompts/G010/episode_04.txt,f705c0d64fbc130c3efc7455f274e64dcd39fa54f3abeb9b54d30aa8500471c7
G010,MiniMax,1,5,execrepobench-0839-6b59568b37,targeted_guidance,human_study/gateway_agent_v1/prompts/G010/episode_05.txt,b57cb437df45069542006c8ff93c702e8c923fd10350421c13121dc8aa908ec3
G010,MiniMax,1,6,execrepobench-0694-6f4dcdab75,targeted_guidance,human_study/gateway_agent_v1/prompts/G010/episode_06.txt,54c8d330f8b104c7fec872ff691d40bec93c804080590c74480312dae0a5d795
G010,MiniMax,1,7,execrepobench-1148-02d99ed352,targeted_guidance,human_study/gateway_agent_v1/prompts/G010/episode_07.txt,d8971c7431c4511f9dfa088e892678169d18325847db8d95760640601a0d3c6e
G010,MiniMax,1,8,execrepobench-0670-33a9fa36f8,generic_review,human_study/gateway_agent_v1/prompts/G010/episode_08.txt,249dffb4b82385c2a23d32dcb373d58a3cf3100daf1a212914ce1c866a5415f9
G010,MiniMax,1,9,execrepobench-0428-a9da215626,uncertainty_display,human_study/gateway_agent_v1/prompts/G010/episode_09.txt,2fa0df781c897f6a5eea29d79ca80ba681246af9d8308961079c7939c259e2ae
G010,MiniMax,1,10,execrepobench-0755-0fbea6cf43,uncertainty_display,human_study/gateway_agent_v1/prompts/G010/episode_10.txt,69102b508eba22e6dc6193d0d13996cdb09ac13ce9a3127e4e9fd4357a8c48d9
G010,MiniMax,1,11,execrepobench-0894-4434c22736,uncertainty_display,human_study/gateway_agent_v1/prompts/G010/episode_11.txt,46260dcb34d4e5a03610c25e608436df834f6bfbc684a893eef8c73a81d387bd
G010,MiniMax,1,12,execrepobench-0391-13e55956a5,uncertainty_display,human_study/gateway_agent_v1/prompts/G010/episode_12.txt,c04aec29e6c4161677408c3d6cbc06f95066b4f86a0fc8d0cc2b37e6f6a6363a
G011,Doubao,2,1,execrepobench-0755-0fbea6cf43,targeted_guidance,human_study/gateway_agent_v1/prompts/G011/episode_01.txt,66ea32008bba5e68be9d0ce7e4be144ebd2e031bb608bc37a3f02cbcaf31463f
G011,Doubao,2,2,execrepobench-1123-0f6c5532f9,uncertainty_display,human_study/gateway_agent_v1/prompts/G011/episode_02.txt,27a4a1ac338172034209af24896ee646ad46a20fa7bd08e3ffaa62399ad5da13
G011,Doubao,2,3,execrepobench-0226-0b9ff5af61,uncertainty_display,human_study/gateway_agent_v1/prompts/G011/episode_03.txt,a64d212319efd5beb186f531e8b6fd0990c03f03ec00ba394bc9782dd7c4fa59
G011,Doubao,2,4,execrepobench-0428-a9da215626,targeted_guidance,human_study/gateway_agent_v1/prompts/G011/episode_04.txt,911c9ee64c976bfeb61b72d5001f90ab4d665ea3912e3354b1ec19a118997efe
G011,Doubao,2,5,execrepobench-0694-6f4dcdab75,generic_review,human_study/gateway_agent_v1/prompts/G011/episode_05.txt,a2b7147a0fd87a56e8b386c3392a99d1b7cb08b256818eaf25734795d3c66140
G011,Doubao,2,6,execrepobench-0894-4434c22736,targeted_guidance,human_study/gateway_agent_v1/prompts/G011/episode_06.txt,e6218ab55eda87a48b2c4aaa8f69d5701df6591dcf673d78724ac70d77ee7ad3
G011,Doubao,2,7,execrepobench-0585-60675d8cc6,uncertainty_display,human_study/gateway_agent_v1/prompts/G011/episode_07.txt,0e39295e51f0332e91bb320c588422a3f17d27e14ba3b1e193a2f3907980c253
G011,Doubao,2,8,execrepobench-0839-6b59568b37,generic_review,human_study/gateway_agent_v1/prompts/G011/episode_08.txt,ce98a872d7c142623fb0344469f3b89554e145de28f02bf74ac5adf00ba0b47e
G011,Doubao,2,9,execrepobench-0670-33a9fa36f8,uncertainty_display,human_study/gateway_agent_v1/prompts/G011/episode_09.txt,3f44ada12342b72639f7877c553f11af8bff1a253238d0d577854ca256ab567d
G011,Doubao,2,10,execrepobench-1148-02d99ed352,generic_review,human_study/gateway_agent_v1/prompts/G011/episode_10.txt,d637a77f18bee62cfb823238ee0817b2c90b9587478f867c1c11f65f2cbc838b
