task_id,repository,language,model,method,selected_exact_match,selected_edit_similarity,selected_identifier_f1,candidate_exact_match,candidate_edit_similarity,candidate_identifier_f1,aggregate_risk,candidate_disagreement,retrieval_score_dispersion,evidence_count,prompt_tokens,completion_tokens,total_tokens,provider_requests,latency_seconds
project_cc_csharp/851,shahedbd-API.RefreshTokens-c4d606e,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.67,0.5714285714285714,0.0,0.568,0.5142857142857142,0.15630449962934856,0.1163120567375886,0.3526014421504571,5,498,601,1099,1,2.5262160419952124
project_cc_java/1285,EricTra-University_Admission-18ace1f,java,gpt-4o-mini,Direct Generation,0.0,0.54,0.7692307692307693,0.0,0.512,0.7244755244755245,0.4123032904148784,0.23690987124463514,0.0,0,1241,154,1395,1,2.152780166012235
project_cc_java/1285,EricTra-University_Admission-18ace1f,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.4,0.5454545454545454,0.0,0.484,0.6797202797202797,0.2270775228132535,0.36137339055793993,0.31985917788182056,5,1662,133,1795,1,1.670678583002882
project_cc_java/1448,Estructura-de-Datos-2223-3-S2-Ejercicios-en-clase-c874295,java,gpt-4o-mini,Direct Generation,0.0,0.92,0.8,0.0,0.868,0.74,0.39155364677516574,0.17466094032549728,0.0,0,308,358,666,1,2.0756262089998927
project_cc_java/1448,Estructura-de-Datos-2223-3-S2-Ejercicios-en-clase-c874295,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.55,0.5,0.0,0.476,0.26888888888888884,0.3213379018743484,0.5954713661743196,0.36854233944872566,5,726,424,1150,1,4.808890041982522
project_cc_java/182,akang943578-java-bard-api-7352c25,java,gpt-4o-mini,Direct Generation,0.0,0.54,0.6,0.0,0.54,0.6,0.3333333333333333,0.0,0.0,0,1046,640,1686,1,3.188275207998231
project_cc_java/182,akang943578-java-bard-api-7352c25,java,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.15766448118396084,0.0,0.47299344355188255,4,1457,478,1935,1,2.3982361670059618
project_cc_java/2225,GeyserMC-Hydraulic-80cb8ab,java,gpt-4o-mini,Direct Generation,0.0,0.21,0.0,0.0,0.198,0.0,0.3659863945578231,0.09795918367346934,0.0,0,433,147,580,1,2.3343951659917366
project_cc_java/2225,GeyserMC-Hydraulic-80cb8ab,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.22,0.0,0.0,0.21800000000000003,0.02857142857142857,0.15230615286232868,0.12238400418098305,0.334534454406003,5,831,129,960,1,1.8558819589961786
project_cc_java/2700,ka0un-DiscordLeaderboards-ffaaf38,java,gpt-4o-mini,Direct Generation,0.0,0.4,0.5,0.0,0.392,0.48,0.3499231950844854,0.049769585253456206,0.0,0,286,640,926,1,2.8689676669891924
project_cc_java/2700,ka0un-DiscordLeaderboards-ffaaf38,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.41,0.4,0.0,0.434,0.44000000000000006,0.1581072120494019,0.07677725118483414,0.3975443849633716,5,745,640,1385,1,2.273816667002393
project_cc_java/6600,zqzq3-chatgpt-botforQQ-c64fc49,java,gpt-4o-mini,Direct Generation,0.0,0.64,0.6666666666666666,0.0,0.64,0.6666666666666666,0.3333333333333333,0.0,0.0,0,1421,612,2033,1,3.6114068329916336
project_cc_java/6600,zqzq3-chatgpt-botforQQ-c64fc49,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.84,0.5,0.0,0.8400000000000001,0.5,0.12294089236632354,0.0,0.3688226770989706,5,1896,553,2449,1,3.0689945000049192
project_cc_python/1002,manoskary-vocsep_ijcai2023-ae7bef9,python,gpt-4o-mini,Direct Generation,0.0,0.6,0.42857142857142855,0.0,0.648,0.454945054945055,0.35384615384615387,0.06153846153846154,0.0,0,1388,82,1470,1,2.3066480830020737
project_cc_python/1002,manoskary-vocsep_ijcai2023-ae7bef9,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.66,0.46153846153846156,0.0,0.616,0.39240759240759243,0.17634822275359194,0.1447528416600582,0.38429182660071765,5,1887,80,1967,1,2.1655772919766605
project_cc_python/1579,obahamonde-aiofauna-67993d2,python,gpt-4o-mini,Direct Generation,0.0,0.61,0.6666666666666666,0.0,0.82,0.6666666666666666,0.36217948717948717,0.08653846153846156,0.0,0,287,133,420,1,1.8114986250002403
project_cc_python/1579,obahamonde-aiofauna-67993d2,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.98,0.6666666666666666,0.0,0.906,0.6666666666666666,0.14097136597769164,0.05769230769230771,0.36522179024076723,5,759,78,837,1,1.467781749990536
project_cc_python/3151,Adeon18-Mori-Bazius-Backend-f33b8ba,python,gpt-4o-mini,Direct Generation,0.0,0.88,0.5,0.2,0.9040000000000001,0.6,0.3377777777777778,0.013333333333333308,0.0,0,230,30,260,1,1.2661588750197552
project_cc_python/3151,Adeon18-Mori-Bazius-Backend-f33b8ba,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.88,0.5,0.0,0.8880000000000001,0.5,0.15445010293260583,0.016000000000000014,0.4473503087978175,5,590,26,616,1,1.3174597909965087
project_cc_python/4941,happen2me-subgraph-retrieval-toolkit-5655cb3,python,gpt-4o-mini,Direct Generation,0.0,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0,928,40,968,1,1.4949247089971323
project_cc_python/4941,happen2me-subgraph-retrieval-toolkit-5655cb3,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.53,0.3333333333333333,0.0,0.512,0.3333333333333333,0.13684223843408652,0.034146341463414664,0.3763803738388449,5,1332,43,1375,1,1.7581691670056898
project_cc_python/7066,egrinstein-gnn_ssl-74c7b5a,python,gpt-4o-mini,Direct Generation,0.0,0.44,0.18181818181818182,0.0,0.46799999999999997,0.2121212121212121,0.44284194617173167,0.328525838515195,0.0,0,354,177,531,1,1.7072211659979075
project_cc_python/7066,egrinstein-gnn_ssl-74c7b5a,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.45,0.18181818181818182,0.0,0.45600000000000007,0.17575757575757575,0.16300587420736337,0.0742112971035005,0.4148063255185896,5,838,59,897,1,1.9012808749976102
project_cc_python/9169,thuliu-yt16-dualvector-e5ae56e,python,gpt-4o-mini,Direct Generation,0.0,0.45,0.2857142857142857,0.0,0.538,0.2857142857142857,0.4057322630065174,0.2171967890195522,0.0,0,738,220,958,1,2.786297000013292
project_cc_python/9169,thuliu-yt16-dualvector-e5ae56e,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.94,0.8888888888888888,0.0,0.9399999999999998,0.888888888888889,0.12213550144581643,0.0,0.3664065043374493,5,1277,333,1610,1,2.169167749991175
project_cc_python/9528,pawelkn-xapi-python-788a721,python,gpt-4o-mini,Direct Generation,1.0,1.0,1.0,0.8,0.944,1.0,0.3471766848816029,0.041530054644808745,0.0,0,1330,219,1549,1,2.9016255000024103
project_cc_python/9528,pawelkn-xapi-python-788a721,python,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.11519883569167651,0.0,0.34559650707502954,5,1707,215,1922,1,2.3390707499929704
project_cc_typescript/2484,April-Gras-obsidian-auto-timelines-047d836,typescript,gpt-4o-mini,Direct Generation,0.0,0.29,0.18181818181818182,0.0,0.348,0.2505050505050505,0.45546292941378025,0.3663887882413408,0.0,0,1040,497,1537,1,2.404481666017091
project_cc_typescript/2484,April-Gras-obsidian-auto-timelines-047d836,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.25,0.4444444444444444,0.0,0.30600000000000005,0.47777777777777775,0.28121855115973726,0.480952380952381,0.3627032725268308,5,1563,378,1941,1,4.582849833008368
project_cc_typescript/2749,klientjs-core-9a67a61,typescript,gpt-4o-mini,Direct Generation,0.0,0.4,0.25,0.0,0.4,0.25,0.3333333333333333,0.0,0.0,0,945,62,1007,1,1.9309304159833118
project_cc_typescript/2749,klientjs-core-9a67a61,typescript,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.11795509857238685,0.0,0.3538652957171606,5,1368,30,1398,1,1.2867810830066446
project_cc_typescript/593,jlarmstrongiv-astro-i18n-aut-dd68364,typescript,gpt-4o-mini,Direct Generation,0.0,0.7,1.0,0.0,0.7,1.0,0.3333333333333333,0.0,0.0,0,1219,640,1859,1,3.6616392089927103
project_cc_typescript/593,jlarmstrongiv-astro-i18n-aut-dd68364,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.7,1.0,0.0,0.7,1.0,0.1151507670323421,0.0,0.3454523010970263,5,1672,70,1742,1,1.5015501670131925
project_cc_typescript/634,iansan5653-github-markdown-a11y-extension-c6a54d0,typescript,gpt-4o-mini,Direct Generation,0.0,0.67,0.7272727272727273,0.0,0.626,0.6909090909090909,0.40350877192982454,0.21052631578947367,0.0,0,821,640,1461,1,2.241913083009422
project_cc_typescript/634,iansan5653-github-markdown-a11y-extension-c6a54d0,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.67,0.7272727272727273,0.0,0.658,0.7151515151515151,0.1891520669743156,0.18175562384002286,0.385700577082924,5,1286,436,1722,1,3.115037040988682
project_cc_typescript/745,luttje-glua-api-snippets-9f40376,typescript,gpt-4o-mini,Direct Generation,0.0,0.41,0.36363636363636365,0.0,0.47800000000000004,0.38321678321678326,0.42741672349286036,0.28225017047858114,0.0,0,455,640,1095,1,3.4175334160099737
project_cc_typescript/745,luttje-glua-api-snippets-9f40376,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.23,0.3333333333333333,0.0,0.23000000000000004,0.26666666666666666,0.2398041767047379,0.3453703703703703,0.3740421597438433,5,976,452,1428,1,5.092522541002836
project_cc_typescript/9021,vinejs-compiler-8909bb5,typescript,gpt-4o-mini,Direct Generation,0.0,0.51,0.0,0.0,0.41200000000000003,0.0,0.4428244312936002,0.3284732938808007,0.0,0,420,372,792,1,2.837773292005295
project_cc_typescript/9021,vinejs-compiler-8909bb5,typescript,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.12028876081339802,0.0,0.3608662824401941,5,839,543,1382,1,2.1464202089991886
project_cc_csharp/1209,sergiokml-LibreDteDotNet.RestRequest-6843109,csharp,gpt-4o-mini,Direct Generation,0.0,0.67,0.0,0.0,0.628,0.16,0.4187139431839769,0.25614182955193077,0.0,0,148,292,440,1,1.9661045839893632
project_cc_csharp/1209,sergiokml-LibreDteDotNet.RestRequest-6843109,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.75,0.5,0.0,0.6739999999999999,0.3333333333333333,0.22529658426488874,0.31788786230293176,0.3580018904917345,5,522,311,833,1,2.0571830000262707
project_cc_csharp/188,bezzad-RedisCache.NetDemo-655b311,csharp,gpt-4o-mini,Direct Generation,0.0,0.77,0.3333333333333333,0.0,0.77,0.3333333333333333,0.3333333333333333,0.0,0.0,0,676,437,1113,1,3.3720430829853285
project_cc_csharp/188,bezzad-RedisCache.NetDemo-655b311,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.69,0.3333333333333333,0.0,0.69,0.3333333333333333,0.12732075714427885,0.0,0.3819622714328365,5,1127,454,1581,1,2.1068107089959085
project_cc_csharp/1952,gittromney-Playnite-NowPlaying-23eec41,csharp,gpt-4o-mini,Direct Generation,0.0,0.51,0.7142857142857143,0.0,0.524,0.7142857142857143,0.3519774011299435,0.055932203389830515,0.0,0,185,449,634,1,1.985889750008937
project_cc_csharp/1952,gittromney-Playnite-NowPlaying-23eec41,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.75,0.8333333333333334,0.0,0.744,0.8121212121212121,0.14110321869319906,0.05153374233128838,0.37177591374830876,5,604,296,900,1,1.5593364170053974
project_cc_csharp/2365,eternalUnion-UltraPain-ad924af,csharp,gpt-4o-mini,Direct Generation,0.0,0.44,0.0,0.0,0.44000000000000006,0.0,0.3333333333333333,0.0,0.0,0,306,240,546,1,2.2695563749875873
project_cc_csharp/2365,eternalUnion-UltraPain-ad924af,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.45,0.0,0.0,0.42000000000000004,0.0,0.23439877226019137,0.2928111630085315,0.4103851537720426,5,782,325,1107,1,4.42257054100628
project_cc_csharp/3676,Skwizzy-SPT-LootingBots-76279a3,csharp,gpt-4o-mini,Direct Generation,0.0,0.7,0.0,0.0,0.616,0.0,0.4383838383838384,0.3151515151515152,0.0,0,465,475,940,1,2.3570162910036743
project_cc_csharp/3676,Skwizzy-SPT-LootingBots-76279a3,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.21,0.0,0.0,0.194,0.0,0.27254306875827644,0.43918868641148245,0.37844051986334687,5,896,58,954,1,1.7431022919772658
project_cc_csharp/3893,mochi-neko-facial-expressions-unity-ab0d020,csharp,gpt-4o-mini,Direct Generation,0.0,0.71,0.5,0.0,0.71,0.5,0.3333333333333333,0.0,0.0,0,197,640,837,1,3.626806249987567
project_cc_csharp/3893,mochi-neko-facial-expressions-unity-ab0d020,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.71,0.5,0.0,0.71,0.5,0.11691965521787369,0.0,0.3507589656536211,5,674,619,1293,1,2.1075945839984342
project_cc_java/3114,Kyant0-m3color-eaa1e34,java,gpt-4o-mini,Direct Generation,0.0,0.33,0.0,0.0,0.33,0.0,0.3333333333333333,0.0,0.0,0,1547,194,1741,1,1.8388698749768082
project_cc_java/3114,Kyant0-m3color-eaa1e34,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.32,0.0,0.0,0.318,0.0,0.19482696287477325,0.23809523809523814,0.3463856505290816,5,2111,190,2301,1,3.2511324160150252
project_cc_java/3455,microsoft-lst-bench-96ac3ca,java,gpt-4o-mini,Direct Generation,0.0,0.51,0.35294117647058826,0.0,0.51,0.35294117647058826,0.3333333333333333,0.0,0.0,0,563,474,1037,1,2.055586000002222
project_cc_java/3455,microsoft-lst-bench-96ac3ca,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.49,0.35294117647058826,0.0,0.506,0.35294117647058826,0.11866599612713397,0.006116207951070374,0.3498817804303315,5,981,561,1542,1,2.4527013750048354
project_cc_java/4231,nsce9806q-k-spring-security-8e88d3d,java,gpt-4o-mini,Direct Generation,0.0,0.82,0.5454545454545454,0.0,0.8119999999999999,0.509090909090909,0.33647798742138363,0.009433962264150941,0.0,0,503,446,949,1,2.8168745420116466
project_cc_java/4231,nsce9806q-k-spring-security-8e88d3d,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.82,0.5454545454545454,0.0,0.82,0.5454545454545454,0.1225882128137551,0.0,0.36776463844126533,5,998,516,1514,1,2.5608568330062553
project_cc_java/5228,RHEcosystemAppEng-exhort-747acb8,java,gpt-4o-mini,Direct Generation,0.0,0.81,0.75,0.0,0.72,0.6923076923076923,0.4263864126673927,0.2791592380021781,0.0,0,858,68,926,1,1.9501014999987092
project_cc_java/5228,RHEcosystemAppEng-exhort-747acb8,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.22,0.0,0.0,0.23199999999999998,0.0,0.23100950683257856,0.21621621621621623,0.47681230428151944,5,1352,27,1379,1,2.066686334001133
project_cc_java/5549,strimzi-strimzi-mqtt-bridge-cb0a4b8,java,gpt-4o-mini,Direct Generation,0.0,0.76,0.5,0.0,0.8240000000000001,0.7,0.346031746031746,0.03809523809523807,0.0,0,555,291,846,1,2.3535799169912934
project_cc_java/5549,strimzi-strimzi-mqtt-bridge-cb0a4b8,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.84,0.75,0.0,0.8400000000000001,0.75,0.12248574536627405,0.0,0.36745723609882214,5,1019,217,1236,1,1.6573204590240493
project_cc_java/5919,TosoxDev-Tosox-Jr-362c6b5,java,gpt-4o-mini,Direct Generation,0.0,0.87,0.6666666666666666,0.0,0.8800000000000001,0.6666666666666666,0.3419354838709678,0.02580645161290329,0.0,0,944,640,1584,1,5.2977461669943295
project_cc_java/5919,TosoxDev-Tosox-Jr-362c6b5,java,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.13856560944693883,0.0,0.41569682834081645,5,1418,640,2058,1,2.5153916249983013
project_cc_java/6259,Western-parotia-BookViewProject-1727e80,java,gpt-4o-mini,Direct Generation,0.0,0.33,0.0,0.0,0.33,0.0,0.36,0.07999999999999996,0.0,0,1339,128,1467,1,1.5907244160189293
project_cc_java/6259,Western-parotia-BookViewProject-1727e80,java,gpt-4o-mini,Cross-file Context RAG,0.0,0.29,0.0,0.0,0.306,0.0,0.2717344607240021,0.43848739495798317,0.37671598721402305,5,1779,150,1929,1,1.3473769999982323
project_cc_python/18,appsignal-appsignal-python-5a0cfa9,python,gpt-4o-mini,Direct Generation,0.0,0.24,0.4,0.0,0.24,0.4,0.33785310734463275,0.013559322033898313,0.0,0,376,91,467,1,2.217781208019005
project_cc_python/18,appsignal-appsignal-python-5a0cfa9,python,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.12226848374419709,0.0,0.3668054512325913,5,762,25,787,1,1.2419319170003291
project_cc_python/4556,Zhendong-Wang-Patch-Diffusion-929b0c0,python,gpt-4o-mini,Direct Generation,0.0,0.83,1.0,0.0,0.79,1.0,0.3391304347826087,0.017391304347826098,0.0,0,705,640,1345,1,3.7749367910146248
project_cc_python/4556,Zhendong-Wang-Patch-Diffusion-929b0c0,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.78,1.0,0.0,0.78,1.0,0.1237494667872616,0.0,0.3712484003617848,5,1258,640,1898,1,4.397059207985876
project_cc_python/5175,edarchimbaud-systematic-trading-a9fec02,python,gpt-4o-mini,Direct Generation,0.0,0.86,0.5,0.0,0.818,0.5,0.34060606060606063,0.021818181818181848,0.0,0,1405,137,1542,1,1.879154334019404
project_cc_python/5175,edarchimbaud-systematic-trading-a9fec02,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.86,0.5,0.0,0.86,0.5,0.13001180787980224,0.0,0.39003542363940674,5,1831,135,1966,1,2.2103000830102246
project_cc_python/7904,wolfhoundgelert-xman-1da4d2d,python,gpt-4o-mini,Direct Generation,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0,494,65,559,1,2.1486557090247516
project_cc_python/7904,wolfhoundgelert-xman-1da4d2d,python,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,0.4,0.97,1.0,0.14086916743722605,0.0841865847278338,0.33842091758384435,5,1080,68,1148,1,1.6216991250112187
project_cc_python/8693,lwb2099-stable_diffusion_pytorch-dbdb663,python,gpt-4o-mini,Direct Generation,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0,240,35,275,1,1.4993936669779941
project_cc_python/8693,lwb2099-stable_diffusion_pytorch-dbdb663,python,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.14507422855907245,0.0,0.4352226856772174,5,587,35,622,1,1.044048041017959
project_cc_python/9573,briandelmsft-STAT-Function-f91d421,python,gpt-4o-mini,Direct Generation,0.0,0.56,0.5,0.0,0.56,0.48,0.35055055055055057,0.05165165165165164,0.0,0,763,334,1097,1,3.2395097499829717
project_cc_python/9573,briandelmsft-STAT-Function-f91d421,python,gpt-4o-mini,Cross-file Context RAG,0.0,0.35,0.0,0.0,0.518,0.3,0.24567279931597055,0.39800895504677913,0.33900944290113255,5,1221,96,1317,1,2.6028439580113627
project_cc_typescript/1164,Ibtesam-Mahmood-gpt-npm-cli-5c669f0,typescript,gpt-4o-mini,Direct Generation,0.0,0.15,0.0,0.0,0.15,0.0,0.3333333333333333,0.0,0.0,0,623,452,1075,1,2.6619655420072377
project_cc_typescript/1164,Ibtesam-Mahmood-gpt-npm-cli-5c669f0,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.15,0.0,0.0,0.15,0.0,0.12471610875019103,0.0,0.3741483262505731,5,1024,596,1620,1,4.502929625014076
project_cc_typescript/2365,riad-azz-instagram-video-downloader-78513ff,typescript,gpt-4o-mini,Direct Generation,0.0,0.86,0.6666666666666666,0.0,0.86,0.6666666666666666,0.3333333333333333,0.0,0.0,0,334,587,921,1,3.4433327919978183
project_cc_typescript/2365,riad-azz-instagram-video-downloader-78513ff,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.87,0.6666666666666666,0.0,0.8699999999999999,0.6666666666666666,0.12443955312374909,0.0,0.37331865937124725,5,655,364,1019,1,2.488988249999238
project_cc_typescript/3296,Marli-Marlete-marli-music-5bf51b0,typescript,gpt-4o-mini,Direct Generation,0.0,0.15,0.0,0.0,0.15,0.0,0.3333333333333333,0.0,0.0,0,597,348,945,1,2.8007570409972686
project_cc_typescript/3296,Marli-Marlete-marli-music-5bf51b0,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.15,0.0,0.0,0.15,0.0,0.11546916438053771,0.0,0.3464074931416131,5,1026,439,1465,1,3.9457212919951417
project_cc_typescript/7083,jtlapp-kysely-mapper-9fd878b,typescript,gpt-4o-mini,Direct Generation,0.0,0.78,0.4,0.0,0.7740000000000001,0.4,0.3525551576444652,0.057665472933395634,0.0,0,778,640,1418,1,4.261463250004454
project_cc_typescript/7083,jtlapp-kysely-mapper-9fd878b,typescript,gpt-4o-mini,Cross-file Context RAG,1.0,1.0,1.0,1.0,1.0,1.0,0.14039615705740927,0.0,0.4211884711722278,5,1244,536,1780,1,4.989086707995739
project_cc_typescript/9346,keybittech-wizapp-f75e12d,typescript,gpt-4o-mini,Direct Generation,0.0,0.43,0.0,0.0,0.42000000000000004,0.0,0.37651598777675427,0.12954796333026286,0.0,0,1165,584,1749,1,2.6871640000026673
project_cc_typescript/9346,keybittech-wizapp-f75e12d,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.0,0.0,0.0,0.0,0.0,0.14296973080683714,0.0,0.4289091924205114,5,1665,5,1670,1,1.8947285420144908
project_cc_typescript/9431,keybittech-wizapp-f75e12d,typescript,gpt-4o-mini,Direct Generation,0.0,0.73,0.8,0.0,0.73,0.8,0.3333333333333333,0.0,0.0,0,615,517,1132,1,2.1469635000103153
project_cc_typescript/9431,keybittech-wizapp-f75e12d,typescript,gpt-4o-mini,Cross-file Context RAG,0.0,0.73,0.8,0.4,0.8800000000000001,0.8699999999999999,0.2130149401897191,0.2762781954887218,0.36276662508043545,5,1063,563,1626,1,2.5868155829957686
project_cc_csharp/1259,Woltvint-WAGI-d808927,csharp,gpt-4o-mini,Direct Generation,0.0,0.62,1.0,0.0,0.632,1.0,0.3877073393087895,0.16312201792636838,0.0,0,113,67,180,1,1.7408307089935988
project_cc_csharp/1259,Woltvint-WAGI-d808927,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.67,1.0,0.0,0.672,1.0,0.16361199783241803,0.07003875230290324,0.42079724119435086,5,563,505,1068,1,2.065731832990423
project_cc_csharp/1929,JdeJabali-JXLDataTableExtractor-90a12f4,csharp,gpt-4o-mini,Direct Generation,0.0,0.66,0.2222222222222222,0.0,0.5680000000000001,0.04444444444444444,0.45619624171351175,0.3685887251405353,0.0,0,981,640,1621,1,3.0424442919902503
project_cc_csharp/1929,JdeJabali-JXLDataTableExtractor-90a12f4,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.02,0.0,0.0,0.07800000000000001,0.0,0.3399377294846415,0.7,0.31981318845392465,5,1399,236,1635,1,3.145258082979126
project_cc_csharp/3237,lluispalerm-QuestSystem-cd836cc,csharp,gpt-4o-mini,Direct Generation,0.0,0.41,0.0,0.0,0.396,0.0,0.3881828316610925,0.16454849498327762,0.0,0,123,40,163,1,1.6747762080049142
project_cc_csharp/3237,lluispalerm-QuestSystem-cd836cc,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.41,0.0,0.2,0.4739999999999999,0.2,0.2856626768203694,0.5008747379383109,0.35611329252279716,5,569,317,886,1,3.2464010840049013
project_cc_csharp/4108,mochi-neko-RelentStateMachine-64762eb,csharp,gpt-4o-mini,Direct Generation,0.0,0.76,1.0,0.0,0.76,1.0,0.3333333333333333,0.0,0.0,0,810,640,1450,1,3.422726499993587
project_cc_csharp/4108,mochi-neko-RelentStateMachine-64762eb,csharp,gpt-4o-mini,Cross-file Context RAG,0.0,0.86,0.8,0.0,0.8800000000000001,0.8400000000000001,0.12261070577412002,0.016901408450704203,0.35093070887165584,5,1225,623,1848,1,2.9719420000037644
project_cc_csharp/4120,Akeit0-ZimGui-Unity-cc82fb9,csharp,gpt-4o-mini,Direct Generation,0.0,0.86,0.5,0.0,0.8720000000000001,0.5333333333333333,0.3435897435897436,0.03076923076923077,0.0,0,174,80,254,1,1.1161369580077007
